artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),type
['Cal Tjader'],[643549],0.601,0.502,0.707,116.206,-17.026,1,0,0.859,0.862,0.297,0.0468,0,353200,19,1959,1/1/1959,I Love Paris,Jazz
['Cal Tjader'],[643549],0.47,0.547,0.511,96.972,-13.04,1,1,0.517,1.95e-05,0.25,0.0415,0,253667,21,1963,4/25/1963,Tokyo *****,Jazz
['Cal Tjader'],[643549],0.581,0.537,0.779,106.876,-13.056,1,1,0.848,0.002,0.121,0.0386,0,172307,12,1956,1/1/1956,The Lady Is A **** - live,Jazz
['Cal Tjader'],[643549],0.519,0.756,0.894,127.392,-12.938,0,0,0.736,0.84,0.0604,0.0402,0,165200,11,1956,1/1/1956,Fascinating Rhythm - live,Jazz
['Cal Tjader'],[643549],0.576,0.387,0.624,110.956,-16.171,1,5,0.791,0.0423,0.168,0.0464,0,194227,16,1959,1/1/1959,Tropicville,Jazz
['Cal Tjader'],[643549],0.708,0.366,0.8,105.427,-16.936,0,9,0.867,0.0188,0.104,0.0456,0,208733,16,1959,1/1/1959,Will You Still Be Mine,Jazz
['Cal Tjader'],[643549],0.681,0.131,0.464,94.604,-23.858,0,0,0.903,0.196,0.159,0.0449,0,176200,15,1959,1/1/1959,Moonlight In Vermont,Jazz
['Cal Tjader'],[643549],0.65,0.315,0.612,106.034,-17.71,1,0,0.814,0.0764,0.0615,0.0515,0,216933,15,1959,1/1/1959,Bye Bye *****,Jazz
['Cal Tjader'],[643549],0.423,0.144,0.502,110.34,-21.201,0,4,0.808,0.34,0.152,0.0369,0,220733,27,1968,11/1/1968,Aquarius,Jazz
['Cal Tjader'],[643549],0.629,0.361,0.86,100.023,-18.382,0,9,0.792,0.0591,0.18,0.0483,0,184707,15,1959,1/1/1959,***** From Havana,Jazz
['Cal Tjader'],[643549],0.616,0.187,0.599,87.756,-22.412,1,1,0.883,0.448,0.0979,0.0469,0,197267,15,1959,1/1/1959,Manuel's Mambo,Jazz
['Cal Tjader'],[643549],0.573,0.213,0.616,87.825,-22.913,1,8,0.783,0.0504,0.119,0.0489,0,249867,14,1959,1/1/1959,All The Things You Are,Jazz
['Cal Tjader'],[643549],0.526,0.464,0.884,101.642,-19.116,0,5,0.892,0.744,0.11,0.036,0,335427,20,1963,1/30/1963,Insight,Jazz
['Cal Tjader'],[643549],0.508,0.558,0.804,156.151,-13.784,1,8,0.874,0.451,0.314,0.03,0,394040,25,1966,1/1/1966,Manteca,Jazz
['Cal Tjader'],[643549],0.634,0.386,0.832,109.95,-15.153,1,5,0.966,0.88,0.099,0.0517,0,175467,25,1966,1/1/1966,Descarga Cubana,Jazz
['Candy Dulfer'],[945711],0.798,0.522,0.309,89.993,-7.341,0,2,0.174,0.811,0.121,0.0318,0,242000,48,2007,9/18/2007,*****,Jazz
['Cannonball Adderley'],[548338],0.303,0.303,0.392,95.268,-9.111,0,3,0.777,0.392,0.0771,0.0283,0,163733,6,1955,11/22/1955,I'll Never Stop Loving You,Jazz
['Cannonball Adderley'],[548338],0.344,0.303,0.6,74.49,-11.218,1,3,0.924,0.0623,0.334,0.0342,0,186533,6,1955,11/22/1955,Polka Dots And Moonbeams (Around A Pug-Nosed Dream),Jazz
['Cannonball Adderley'],[548338],0.518,0.569,0.725,149.708,-7.534,1,1,0.757,0.149,0.221,0.0603,0,346027,7,1955,1/1/1955,Rose Room,Jazz
['Cannonball Adderley'],[548338],0.594,0.27,0.433,117.183,-11.627,1,10,0.777,0.0142,0.0848,0.0552,0,373107,11,1957,8/8/1957,Miss ******** Delight,Jazz
['Cannonball Adderley'],[548338],0.499,0.262,0.654,98.058,-13.977,1,5,0.808,0.543,0.31,0.0378,0,330427,9,1958,2/4/1958,Jubilation,Jazz
['Cannonball Adderley'],[548338],0.66,0.513,0.815,112.441,-9.787,1,0,0.598,0.0577,0.156,0.0395,0,221360,11,1957,8/8/1957,Another Kind Of Soul,Jazz
['Cannonball Adderley'],[548338],0.445,0.38,0.636,176.955,-10.523,1,8,0.742,0.036,0.104,0.0431,0,212000,9,1957,8/8/1957,Tribute To *******,Jazz
['Cannonball Adderley'],[548338],0.489,0.916,0.752,138.956,-9.69,1,10,0.496,0.121,0.173,0.0812,0,161733,8,1957,8/8/1957,Cobbweb,Jazz
['Cannonball Adderley'],[548338],0.548,0.18,0.268,117.129,-16.126,1,10,0.817,0.0407,0.095,0.0431,0,512040,8,1958,2/4/1958,Straight No Chaser,Jazz
['Cannonball Adderley'],[548338],0.41,0.777,0.861,95.337,-11.091,0,10,0.497,0.926,0.199,0.0383,0,132227,11,1961,2/28/1961,African Waltz,Jazz
['Cannonball Adderley'],[548338],0.352,0.269,0.454,145.826,-10.265,1,8,0.841,0.00186,0.116,0.0359,0,227960,9,1957,8/8/1957,Spring Is Here,Jazz
['Cannonball Adderley'],[548338],0.477,0.489,0.821,142.477,-12.46,0,7,0.622,0.0334,0.0996,0.0539,0,280440,8,1958,2/4/1958,Our Delight,Jazz
['Cannonball Adderley'],[548338],0.42,0.128,0.435,167.02,-15.272,1,8,0.812,0.246,0.252,0.0515,0,307067,8,1958,2/4/1958,What's New?,Jazz
['Cannonball Adderley'],[548338],0.533,0.0629,0.0398,109.202,-17.778,1,10,0.97,0.493,0.105,0.0408,0,197600,9,1957,8/8/1957,Stella By Starlight,Jazz
['Cannonball Adderley'],[548338],0.494,0.675,0.807,80.687,-8.688,0,2,0.662,0.00143,0.0546,0.0629,0,236573,9,1957,8/8/1957,Spectacular,Jazz
['Cannonball Adderley'],[548338],0.543,0.248,0.382,105.186,-14.517,1,10,0.785,0.0608,0.097,0.0475,0,226627,7,1958,2/4/1958,Fuller Bop Man,Jazz
['Cannonball Adderley'],[548338],0.616,0.434,0.404,108.467,-7.257,0,5,0.581,0.0,0.131,0.031,0,505453,50,1958,1958,One For Daddy-O - Remastered,Jazz
['Cannonball Adderley'],[548338],0.582,0.343,0.462,88.144,-8.004,0,5,0.735,0.0,0.125,0.0428,0,424640,46,1958,1958,Love For Sale - Remastered,Jazz
['Cannonball Adderley'],[548338],0.535,0.258,0.281,110.953,-9.499,0,7,0.768,8.95e-05,0.115,0.033,0,659520,47,1958,1958,Autumn Leaves,Jazz
['Cannonball Adderley'],[548338],0.553,0.353,0.578,91.612,-11.192,1,5,0.819,0.767,0.0548,0.0494,0,365733,22,1955,1/1/1955,Bohemia After Dark,Jazz
['Cannonball Adderley'],[548338],0.531,0.416,0.513,145.835,-7.955,0,9,0.891,0.47,0.104,0.0438,0,216693,23,1955,1/1/1955,You'd Be So Nice To Come Home To,Jazz
['Cannonball Adderley'],[548338],0.498,0.26,0.36,66.489,-10.571,1,5,0.941,0.704,0.141,0.0404,0,382160,21,1955,1/1/1955,Willow Weep For Me,Jazz
['Cannonball Adderley'],[548338],0.358,0.186,0.361,80.032,-11.696,0,7,0.949,0.681,0.116,0.0305,0,149467,21,1955,11/22/1955,I Cover The Waterfront,Jazz
['Cannonball Adderley'],[548338],0.377,0.251,0.383,185.445,-7.503,1,5,0.904,0.131,0.0586,0.036,0,247200,38,1958,1958,Dancing In The Dark,Jazz
['Cannonball Adderley'],[548338],0.512,0.469,0.593,78.651,-6.825,0,7,0.468,0.0,0.191,0.032,0,494027,37,1958,1958,********* Else - Remastered,Jazz
['Cannonball Adderley'],[548338],0.612,0.604,0.924,109.86,-6.306,0,0,0.77,0.695,0.162,0.0364,0,254800,19,1955,1/1/1955,Cannonball,Jazz
['Cannonball Adderley'],[548338],0.334,0.24,0.418,80.748,-10.828,1,5,0.743,0.103,0.106,0.0301,0,163933,15,1955,11/22/1955,A Foggy Day,Jazz
['Cannonball Adderley'],[548338],0.584,0.665,0.778,104.984,-7.227,0,2,0.559,2.25e-05,0.233,0.0393,0,309360,31,1958,1958,******* (aka Alison's Uncle) - Remastered,Jazz
['Cannonball Adderley'],[548338],0.336,0.333,0.57,82.693,-10.006,1,3,0.857,0.754,0.383,0.0286,0,183973,10,1955,11/22/1955,Two Sleepy People,Jazz
['Cannonball Adderley'],[548338],0.476,0.562,0.735,124.531,-8.366,0,7,0.571,0.0752,0.0857,0.0412,0,262400,11,1955,1/1/1955,Chasm,Jazz
['Cannonball Adderley'],[548338],0.659,0.313,0.507,100.672,-9.889,1,5,0.874,0.796,0.274,0.0431,0,552027,10,1955,1/1/1955,Hear Me Talkin' To Ya,Jazz
['Cannonball Adderley'],[548338],0.475,0.109,0.165,118.894,-18.238,1,8,0.967,0.923,0.124,0.0384,0,416800,11,1955,1/1/1955,We'll Be Together *****,Jazz
['Cannonball Adderley'],[548338],0.425,0.367,0.747,89.314,-10.18,0,0,0.778,0.0154,0.314,0.0362,0,155067,11,1955,11/22/1955,Falling In Love With Love,Jazz
['Cannonball Adderley'],[548338],0.439,0.38,0.479,176.146,-9.521,0,9,0.642,0.0285,0.155,0.0789,0,195773,10,1955,1/1/1955,Late Entry,Jazz
['Cannonball Adderley'],[548338],0.467,0.546,0.734,142.998,-7.808,0,5,0.628,0.506,0.189,0.0396,0,343000,8,1955,1/1/1955,With Apologies To Oscar,Jazz
['Cannonball Adderley'],[548338],0.574,0.496,0.574,82.282,-7.831,1,5,0.857,0.734,0.32,0.0411,0,296533,9,1955,1/1/1955,Willows,Jazz
['Cannonball Adderley'],[548338],0.324,0.336,0.502,81.275,-9.759,1,0,0.784,0.0216,0.108,0.0296,0,178507,10,1955,11/22/1955,You Are Too Beautiful,Jazz
['Cannonball Adderley'],[548338],0.603,0.296,0.683,80.001,-12.288,0,7,0.673,0.00239,0.2,0.0389,0,316200,8,1955,1/1/1955,Carribean Cutie (Alternate),Jazz
['Cannonball Adderley'],[548338],0.319,0.292,0.493,72.635,-7.271,0,0,0.931,0.781,0.26,0.0352,0,184387,9,1955,1/1/1955,Cynthia's In Love,Jazz
['Cannonball Adderley'],[548338],0.566,0.54,0.552,91.69,-5.056,1,0,0.786,0.781,0.365,0.0322,0,253133,9,1955,1/1/1955,The Song Is You,Jazz
['Cannonball Adderley'],[548338],0.548,0.261,0.373,102.058,-8.84,0,7,0.824,0.188,0.569,0.0333,0,224733,10,1955,1/1/1955,Fallen Feathers,Jazz
['Cannonball Adderley'],[548338],0.629,0.669,0.905,114.691,-5.51,0,5,0.658,0.254,0.135,0.0344,0,256840,9,1955,1/1/1955,Hurricane Connie,Jazz
['Cannonball Adderley'],[548338],0.565,0.493,0.622,152.43,-5.729,0,2,0.836,0.0224,0.111,0.0548,0,221467,8,1955,1/1/1955,Everglade,Jazz
['Cannonball Adderley'],[548338],0.452,0.235,0.27,126.857,-7.944,1,0,0.831,0.225,0.319,0.0322,0,212440,7,1955,1/1/1955,Purple Shades,Jazz
['Cannonball Adderley'],[548338],0.28,0.316,0.388,82.779,-9.613,1,0,0.832,0.516,0.376,0.0297,0,194160,9,1955,11/22/1955,The Masquerade Is Over,Jazz
['Cannonball Adderley'],[548338],0.302,0.335,0.571,99.431,-10.191,1,7,0.799,0.137,0.353,0.0318,0,142040,6,1955,11/22/1955,I've Never Been In Love Before,Jazz
['Cannonball Adderley'],[548338],0.301,0.194,0.289,138.506,-14.355,0,7,0.829,0.118,0.321,0.0309,0,152027,6,1955,11/22/1955,Lonely Dreams,Jazz
['Cannonball Adderley'],[548338],0.257,0.307,0.418,144.054,-9.949,1,3,0.892,0.667,0.134,0.0309,0,136333,6,1955,11/22/1955,Street Of Dreams,Jazz
['Cannonball Adderley'],[548338],0.441,0.406,0.82,73.297,-9.783,1,5,0.695,0.761,0.313,0.0344,0,154227,7,1955,11/22/1955,Surrey With The Fringe On Top,Jazz
['Cannonball Adderley'],[548338],0.539,0.601,0.452,67.881,-9.676,1,7,0.26,4.98e-06,0.0563,0.038,0,442160,21,1964,1964,Fiddler On The Roof - Remastered,Jazz
['Carl Allen'],[145489],0.458,0.217,0.128,107.506,-16.582,1,5,0.827,0.805,0.194,0.0328,0,482187,48,1999,5/11/1999,Old Folks,Jazz
['Carl Perkins'],[102781],0.613,0.888,0.889,117.759,-7.684,1,0,0.284,5.09e-05,0.238,0.0628,0,155177,16,1957,1957,Right String but the Wrong Yo Yo,Jazz
['Carl Perkins'],[102781],0.467,0.677,0.788,89.292,-9.986,1,9,0.761,0.00114,0.33,0.0965,0,141027,16,1958,11/12/1958,Good Rockin' *******,Jazz
['Carl Perkins'],[102781],0.728,0.849,0.821,79.493,-5.458,1,5,0.491,0.000404,0.19,0.0817,0,125500,34,1969,1/1/1969,All Mama's Children,Jazz
['Carl Perkins'],[102781],0.548,0.675,0.965,168.891,-7.318,0,4,0.448,8.53e-05,0.297,0.0364,0,134446,4,1955,1/1/1955,**** Suede Shoes,Jazz
['Carl Perkins'],[102781],0.61,0.703,0.709,161.817,-8.349,0,4,0.716,0.0,0.0834,0.0372,0,144240,29,1969,1/1/1969,Dixie Fried,Jazz
['Carl Perkins'],[102781],0.539,0.765,0.772,92.189,-10.696,1,9,0.544,1.16e-05,0.105,0.048,0,184720,11,1958,11/12/1958,Where the Rio De Rosa Flows,Jazz
['Carl Perkins'],[102781],0.593,0.443,0.656,110.774,-8.014,1,2,0.517,0.0,0.123,0.03,0,152843,4,1955,1/1/1955,Sure to Fall,Jazz
['Carl Perkins'],[102781],0.727,0.723,0.845,100.619,-7.049,1,4,0.61,0.0,0.13,0.059,0,182924,3,1955,1/1/1955,Tennessee,Jazz
['Carl Perkins'],[102781],0.654,0.722,0.614,110.643,-10.671,1,9,0.657,0.000501,0.385,0.0439,0,131573,11,1958,11/12/1958,Sittin' On Top Of The World,Jazz
['Carl Perkins'],[102781],0.408,0.78,0.963,161.037,-4.22,1,2,0.518,0.0,0.236,0.0362,0,154373,2,1955,1955,Pink Pedal *******,Jazz
['Carl Perkins'],[102781],0.548,0.675,0.965,168.891,-7.318,0,4,0.448,8.53e-05,0.297,0.0364,0,134446,55,1957,1957,**** Suede Shoes,Jazz
['Carl Perkins'],[102781],0.659,0.902,0.674,175.468,-7.464,1,2,0.462,3.94e-05,0.0712,0.133,0,167840,45,1957,1957,Boppin' the *****,Jazz
['Carl Perkins'],[102781],0.524,0.892,0.923,170.152,-8.231,1,9,0.48,0.00752,0.392,0.0647,0,127848,41,1957,1957,Matchbox,Jazz
['Carl Perkins'],[102781],0.716,0.718,0.927,87.493,-7.459,1,4,0.555,2.61e-05,0.254,0.0473,0,169421,39,1957,1957,Honey Don't,Jazz
['Carl Perkins'],[102781],0.592,0.843,0.85,89.936,-8.09,0,11,0.298,0.0,0.454,0.0827,0,133009,33,1957,1957,Everybody's Trying to Be My Baby,Jazz
['Carl Perkins'],[102781],0.569,0.84,0.711,157.259,-7.042,1,1,0.852,0.0103,0.509,0.0815,0,163846,27,1957,1957,Your True Love,Jazz
['Carl Perkins'],[102781],0.727,0.723,0.845,100.619,-7.049,1,4,0.61,0.0,0.13,0.059,0,182924,23,1957,1957,Tennessee,Jazz
['Carl Perkins'],[102781],0.621,0.499,0.614,103.146,-12.819,1,5,0.643,0.00926,0.0927,0.0562,0,147547,36,1969,11/15/1969,A Lion In the Jungle,Jazz
['Carl Perkins'],[102781],0.495,0.868,0.864,80.376,-4.849,1,2,0.632,0.0,0.182,0.0596,0,139533,6,1955,1955,Jive After Five,Jazz
['Carl Perkins'],[102781],0.596,0.673,0.606,112.942,-11.202,1,9,0.644,9.96e-06,0.269,0.0431,0,215853,21,1958,11/12/1958,That's All Right,Jazz
['Carl Perkins'],[102781],0.593,0.443,0.656,110.774,-8.014,1,2,0.517,0.0,0.123,0.03,0,152843,18,1957,1957,Sure to Fall,Jazz
['Carl Perkins'],[102781],0.695,0.691,0.812,104.746,-7.749,1,4,0.476,2.33e-06,0.134,0.0403,0,128634,18,1957,1957,Movie Magg,Jazz
['Carl Perkins'],[102781],0.528,0.464,0.329,82.073,-8.157,1,0,0.538,0.0,0.302,0.0269,0,199720,17,1957,1957,Only You,Jazz
['Carl Perkins'],[102781],0.77,0.72,0.868,104.956,-9.591,1,8,0.32,0.0,0.182,0.0376,0,99631,33,1969,1/1/1969,Glad All Over,Jazz
['Cecil Taylor'],[988386],0.477,0.361,0.387,78.191,-18.104,1,2,0.782,0.000117,0.131,0.0441,0,525267,14,1961,1961,Air,Jazz
['Cecil Taylor'],[988386],0.367,0.664,0.514,127.992,-12.831,0,1,0.873,0.0719,0.157,0.0723,0,620893,20,1966,1966,Steps,Jazz
['Cecil Taylor'],[988386],0.505,0.0779,0.134,104.982,-24.82,1,8,0.9,0.0142,0.0567,0.0402,0,655533,9,1961,1961,This Nearly Was Mine,Jazz
['Cecil Taylor'],[988386],0.392,0.334,0.594,119.758,-21.256,0,5,0.848,0.00649,0.222,0.035,0,264960,9,1961,1961,Port Of ****,Jazz
['Charles Earland'],[204850],0.679,0.841,0.96,114.593,-8.455,0,10,0.102,0.0246,0.413,0.0507,0,375027,33,1980,4/1/1980,Coming to You Live,Jazz
['Charles Lloyd'],[206538],0.454,0.561,0.718,115.354,-11.527,0,11,0.102,0.352,0.262,0.0789,0,471813,15,1964,7/17/1964,Forest Flower,Jazz
['Charles Lloyd'],[206538],0.371,0.149,0.483,99.614,-16.089,1,7,0.851,0.00219,0.0501,0.0285,0,308373,36,1972,1/1/1972,TM,Jazz
['Charles Mingus'],[9680],0.248,0.219,0.0946,76.779,-13.591,0,5,0.979,0.905,0.123,0.0292,0,245133,3,1949,1949,Inspiration,Jazz
['Charles Mingus'],[9680],0.411,0.251,0.446,96.508,-13.671,0,5,0.773,0.000231,0.0938,0.0366,0,336533,5,1955,1955,Purple Heart,Jazz
['Charles Mingus'],[9680],0.405,0.326,0.502,94.08,-19.9,1,8,0.827,0.00117,0.873,0.056,0,644173,9,1955,1955,All The Things You Can C# - Alternate Take,Jazz
['Charles Mingus'],[9680],0.545,0.166,0.337,90.984,-20.5,1,8,0.914,0.0161,0.698,0.0363,0,333467,11,1956,1/1/1956,A Foggy Day - Live,Jazz
['Charles Mingus'],[9680],0.324,0.661,0.454,79.089,-9.363,0,5,0.644,0.00043,0.0691,0.0538,0,359706,16,1957,1957,******* at Noon,Jazz
['Charles Mingus'],[9680],0.398,0.559,0.289,100.505,-13.57,0,0,0.465,0.00126,0.105,0.187,0,292000,16,1957,1957,******** of a Man,Jazz
['Charles Mingus'],[9680],0.251,0.0764,0.173,182.275,-17.436,0,7,0.97,0.394,0.0987,0.0322,0,188667,15,1959,1959,Self-Portrait in ***** Colors,Jazz
['Charles Mingus'],[9680],0.343,0.217,0.277,71.953,-16.651,1,0,0.878,0.00514,0.0802,0.0306,0,346467,16,1962,1962,Oh Lord Don't Let Them Drop That Atomic Bomb on Me - Alternate Version,Jazz
['Charles Mingus'],[9680],0.211,0.199,0.152,74.728,-12.612,1,1,0.858,0.892,0.109,0.0347,0,199072,8,1955,1/1/1955,Stormy Weather - **** - Remaster,Jazz
['Charles Mingus'],[9680],0.508,0.0837,0.303,71.5,-20.783,1,1,0.817,0.211,0.115,0.0687,0,553427,14,1959,1959,**** Cat Dues,Jazz
['Charles Mingus'],[9680],0.569,0.501,0.688,129.581,-13.904,1,2,0.438,0.00256,0.314,0.0565,0,299627,15,1959,1959,Boogie Stop Shuffle,Jazz
['Charles Mingus'],[9680],0.427,0.538,0.526,130.46,-10.159,0,5,0.588,0.0011,0.0815,0.0728,0,345307,15,1960,1960-03,Wednesday ***** Prayer Meeting - Mono Audio,Jazz
['Charles Mingus'],[9680],0.454,0.38,0.589,142.284,-13.788,1,8,0.709,3.66e-06,0.184,0.103,0,349160,13,1962,1962,Dizzy Moods - ******* Master Takes,Jazz
['Charles Mingus'],[9680],0.537,0.167,0.669,132.327,-20.805,0,7,0.974,0.732,0.134,0.0454,0,194933,2,1955,1955,Smog L.A.,Jazz
['Charles Mingus'],[9680],0.25,0.0917,0.107,77.264,-21.386,1,2,0.849,0.486,0.104,0.0363,0,171467,2,1955,1955,********* Chant,Jazz
['Charles Mingus'],[9680],0.431,0.11,0.34,81.459,-20.589,1,0,0.944,0.0273,0.126,0.0455,0,356067,10,1956,1/1/1956,Lady Bird - Live,Jazz
['Charles Mingus'],[9680],0.538,0.381,0.389,145.085,-14.739,1,8,0.832,0.0971,0.713,0.121,0,738023,15,1959,1959,Nostalgia In Times Square - **** Remaster,Jazz
['Charles Mingus'],[9680],0.481,0.0607,0.321,104.37,-19.636,1,7,0.941,0.742,0.346,0.0943,0,924440,13,1960,1960,What Love,Jazz
['Charles Mingus'],[9680],0.413,0.551,0.56,111.479,-14.231,0,10,0.276,0.000507,0.697,0.158,0,726333,12,1960,1960,Wednesday ***** Prayer Meeting - Live Version,Jazz
['Charles Mingus'],[9680],0.495,0.395,0.51,121.129,-14.381,0,5,0.144,0.195,0.682,0.148,0,503667,13,1960,1960,Prayer for ******* Resistance - Live Version,Jazz
['Charles Mingus'],[9680],0.383,0.205,0.278,113.392,-16.776,1,5,0.887,0.0178,0.192,0.0398,0,419107,15,1962,1962,Ecclusiastics,Jazz
['Charles Mingus'],[9680],0.511,0.526,0.654,91.235,-13.564,1,5,0.346,0.000832,0.209,0.0764,0,628933,13,1962,1962,Ysabel's Table Dance - ******* Master Takes,Jazz
['Charles Mingus'],[9680],0.528,0.406,0.53,117.793,-14.354,1,8,0.579,3.54e-05,0.143,0.12,0,232267,12,1962,1962,Tijuana Gift Shop - ******* Master Takes,Jazz
['Charles Mingus'],[9680],0.549,0.527,0.722,133.726,-10.149,0,5,0.12,3.02e-05,0.395,0.154,0,562960,32,1974,1974,Devil *****,Jazz
['Charles Mingus'],[9680],0.628,0.26,0.622,93.237,-13.743,1,8,0.953,0.795,0.0553,0.0351,0,186987,4,1949,1949,Bedspread,Jazz
['Charles Mingus'],[9680],0.208,0.181,0.11,168.221,-11.94,0,10,0.83,0.904,0.108,0.0307,0,195200,0,1954,6/14/1954,Stormy Weather,Jazz
['Charles Mingus'],[9680],0.363,0.27,0.462,203.188,-14.576,1,8,0.802,0.0542,0.165,0.0392,0,379960,2,1955,1955,Tea For Two,Jazz
['Charles Mingus'],[9680],0.478,0.246,0.498,92.315,-16.087,0,7,0.958,0.00452,0.146,0.035,0,446067,8,1956,1/1/1956,Love Chant - Live,Jazz
['Charles Mingus'],[9680],0.435,0.133,0.0964,117.71,-15.275,0,5,0.592,0.201,0.117,0.0366,0,265300,12,1957,1957,Memories of You,Jazz
['Charles Mingus'],[9680],0.549,0.667,0.438,99.118,-10.115,0,1,0.223,0.306,0.0753,0.0761,0,280653,13,1957,1/1/1957,Summertime - **** Remaster,Jazz
['Charles Mingus'],[9680],0.5,0.431,0.753,129.654,-13.699,1,0,0.55,1.91e-05,0.0715,0.0491,0,219067,13,1960,1960,"Take The ""A"" Train",Jazz
['Charles Mingus'],[9680],0.463,0.365,0.547,113.504,-14.326,1,0,0.277,5.68e-05,0.084,0.0507,0,282133,15,1962,1962,Wham Bam Thank You Ma'am,Jazz
['Charles Mingus'],[9680],0.423,0.681,0.539,106.215,-11.174,1,7,0.208,0.0842,0.963,0.091,0,1479668,26,1974,1974,C Jam ***** - Live Version,Jazz
['Charles Mingus'],[9680],0.274,0.178,0.126,75.398,-11.946,0,10,0.836,0.92,0.109,0.0294,0,195200,6,1955,1955,Stormy Weather,Jazz
['Charles Mingus'],[9680],0.492,0.376,0.582,105.965,-10.748,0,5,0.724,0.0412,0.147,0.0451,0,486867,5,1955,1955,What Is This Thing ****** Love,Jazz
['Charles Mingus'],[9680],0.636,0.45,0.684,99.375,-14.018,1,2,0.268,0.0012,0.211,0.0553,0,310278,10,1957,1957,East Coasting,Jazz
['Charles Mingus'],[9680],0.461,0.427,0.188,143.042,-14.629,0,10,0.617,0.0761,0.341,0.0692,0,349747,13,1959,1959,Open Letter To Duke,Jazz
['Charles Mingus'],[9680],0.468,0.536,0.561,108.081,-15.78,0,5,0.135,0.000176,0.0641,0.0454,0,310933,10,1959,1959,Gunslinging Bird,Jazz
['Charles Mingus'],[9680],0.497,0.515,0.654,98.004,-13.983,1,7,0.78,0.72,0.232,0.422,0,515067,12,1960,1960,All The Things You Could Be By Now If Sigmund Freud's Wife Was Your ******,Jazz
['Charles Mingus'],[9680],0.463,0.106,0.271,125.205,-18.92,1,6,0.979,0.92,0.112,0.0474,0,289706,11,1961,1961,Invisible Lady,Jazz
['Charles Mingus'],[9680],0.287,0.0571,0.221,62.517,-18.929,1,8,0.99,0.494,0.107,0.0377,0,146773,3,1949,1949,Pennies From Heaven,Jazz
['Charles Mingus'],[9680],0.462,0.241,0.565,99.345,-15.624,1,5,0.902,0.731,0.149,0.0349,0,537957,6,1955,1/1/1955,Four ***** - **** - Remaster,Jazz
['Charles Mingus'],[9680],0.481,0.295,0.528,99.878,-14.059,1,8,0.687,4.47e-05,0.0821,0.0321,0,281467,3,1955,1955,Getting Together,Jazz
['Charles Mingus'],[9680],0.303,0.21,0.187,136.495,-13.995,0,5,0.915,0.683,0.217,0.0306,0,620008,7,1955,1/1/1955,Minor Intrusion - **** - Remaster,Jazz
['Charles Mingus'],[9680],0.453,0.113,0.105,140.522,-19.357,0,8,0.815,0.00715,0.204,0.039,0,470004,9,1957,1957,Celia,Jazz
['Charles Mingus'],[9680],0.526,0.437,0.671,72.317,-14.874,1,1,0.331,0.000166,0.386,0.109,0,377573,12,1959,1959,Bird *****,Jazz
['Charles Mingus'],[9680],0.466,0.452,0.587,76.645,-15.336,1,8,0.574,0.00104,0.228,0.0724,0,406893,10,1959,1959,Song with Orange,Jazz
['Charles Mingus'],[9680],0.423,0.631,0.638,98.194,-12.55,0,5,0.14,5.38e-05,0.237,0.053,0,374467,12,1959,1959,Slop,Jazz
['Charles Mingus'],[9680],0.554,0.357,0.427,110.074,-14.058,1,8,0.608,0.0161,0.109,0.0619,0,391044,12,1960,1960-03,Tensions - Mono Audio,Jazz
['Charles Mingus'],[9680],0.521,0.139,0.263,103.623,-15.98,0,5,0.753,0.0788,0.0921,0.0399,0,303475,13,1960,1960-03,Cryin' ***** - Mono Audio,Jazz
['Charles Mingus'],[9680],0.449,0.169,0.386,75.645,-19.015,0,7,0.603,0.0934,0.113,0.0569,0,625081,10,1957,1957,West Coast Ghost,Jazz
['Charles Mingus'],[9680],0.391,0.187,0.149,138.232,-18.804,0,2,0.747,0.122,0.112,0.0333,0,448360,10,1959,1959,Diane,Jazz
['Charles Mingus'],[9680],0.324,0.661,0.454,79.089,-9.363,0,5,0.644,0.00043,0.0691,0.0538,0,359706,10,1961,1961,******* at Noon,Jazz
['Charles Mingus'],[9680],0.601,0.266,0.782,90.696,-17.926,0,5,0.976,0.0138,0.151,0.0773,0,173267,3,1949,1949,Boppin' In Boston,Jazz
['Charles Mingus'],[9680],0.229,0.0636,0.093,76.353,-26.244,1,11,0.838,0.0981,0.25,0.0381,0,503733,2,1949,1949,He's Gone - Rehearsal Arrangement,Jazz
['Charles Mingus'],[9680],0.636,0.288,0.538,116.138,-15.717,1,0,0.47,0.00244,0.162,0.0422,0,326676,8,1957,1957,Conversation,Jazz
['Charles Mingus'],[9680],0.663,0.15,0.505,124.95,-18.804,1,8,0.532,0.000488,0.0709,0.0545,0,375947,11,1959,1959,Jelly Roll,Jazz
['Charles Mingus'],[9680],0.389,0.31,0.674,204.049,-20.576,0,5,0.384,0.000593,0.224,0.0691,0,388787,11,1959,1959,Pedal Point *****,Jazz
['Charles Mingus'],[9680],0.607,0.237,0.558,123.036,-15.949,1,8,0.803,0.000103,0.0833,0.0968,0,411254,11,1960,1960-03,My Jelly Roll Soul - Mono Audio,Jazz
['Charles Mingus'],[9680],0.373,0.535,0.616,148.257,-11.178,1,1,0.494,7.92e-06,0.106,0.0871,0,403896,11,1960,1960-03,E's Flat Ah's Flat Too - Mono Audio,Jazz
