id,name,D
154530,Beat Happening,101.921875
170369,Lynyrd Skynyrd,101.78125
194036,Gene Clark,101.5625
343930,The Jesus and Mary Chain,101.359375
184267,U.K. Subs,101.1875
170211,Eddie Kendricks,101.125
57124,The Chambers Brothers,100.9375
23290,Slam Stewart,100.875
142178,Frankie Laine,100.71875
210425,Johnny Thunders & the Heartbreakers,100.546875
811598,David Ruffin,100.4375
920073,The Undertones,100.328125
32366,Steve Goodman,100.3125
670088,Dan Hicks & His Hot Licks,99.53125
814852,John Sebastian,99.53125
763341,Bill Justis,99.15625
27916,Terry Callier,98.96875
771010,The Left Banke,98.734375
219203,U2,98.640625
494537,Milt Hinton,98.546875
763237,Big Audio Dynamite,98.3125
417607,The Red Krayola,98.265625
685751,Yma Sumac,97.640625
105618,Ladysmith Black Mambazo,97.375
397880,Nick Cave,97.34375
29867,Shirley Bassey,97.25
254535,Jon Lucien,97.1875
776562,Colin Blunstone,97.09375
641450,Buddy Collette,97.03125
887718,Michael Henderson,96.578125
671156,Hazel Dickens,96.4375
181694,Carmen Miranda,96.3125
674011,Manu Dibango,96.078125
627337,Tommy Roe,95.90625
244711,Johnny Maestro,95.8125
749175,Skeeter Davis,95.78125
69986,Kenny Rogers,95.625
51909,Carpenters,95.5
756740,Swell Maps,95.34375
828740,Lord Invader,95.21875
61172,The Cars,95.125
22124,Slayer,95.09375
120615,Joe Brown,94.84375
107090,Cher,94.4375
299471,Scorpions,94.359375
753963,The Association,94.328125
98081,Engelbert Humperdinck,94.296875
628981,The Buckinghams,94.28125
611881,Atomic Rooster,93.890625
366407,Nancy Sinatra,93.65625
503279,Archie Shepp,93.59375
149973,Barbara Lynn,93.4375
814751,John Prine,93.1875
501802,The Soft Boys,92.6875
892823,Mick Jagger,91.890625
667556,Harvey Fuqua,91.53125
205180,Dr. John,91.375
297894,Poco,90.734375
61480,The Guess Who,90.71875
62002,Bachman-Turner Overdrive,90.6875
74340,Jimmy Raney,90.625
86826,Irene Cara,90.59375
148477,Clarence Carter,90.5
483334,The Pied Pipers,90.21875
203008,Rush,90.03125
476356,The Modernaires,89.96875
787757,The Dictators,89.875
349157,Melvins,89.625
643549,Cal Tjader,89.34375
572579,Anita Baker,89.3125
314113,Julie Andrews,89.25
554963,Harry Chapin,89.109375
246628,Johnny Nash,88.9375
492466,Montrose,88.6875
834673,Linda Jones,88.46875
239921,Depeche Mode,88.390625
172612,Eddie Palmieri,87.96875
165736,Eddie & the Hot Rods,87.796875
887619,Renaissance,87.75
135378,James Booker,87.609375
243474,Lionel Richie,87.484375
612716,Tom Petty,87.34375
925852,Anvil,87.25
591104,Mongo Santamaria,86.84375
66429,Bobby Bare,86.78125
170454,Carla Thomas,86.5625
208582,Lesley Gore,86.515625
864257,Rahsaan Roland Kirk,86.28125
420539,The Residents,85.578125
690254,ZZ Top,85.21875
774588,Kris Kristofferson,85.21875
128585,Jackie Mittoo,85.15625
205254,Vic Damone,85.125
249420,Judy Henske,85
72041,Bob Seger,84.6875
221894,MFSB,84.59375
228266,Jeff Lynne,84.53125
758601,Blossom Dearie,84.46875
868092,McCoy Tyner,83.96875
626268,Buffy Sainte-Marie,83.6875
337631,Rory Gallagher,83.578125
317417,Quicksilver Messenger Service,83.34375
467749,Peggy Lee,83.3125
482600,The Spencer Davis Group,83.046875
930722,Timi Yuro,82.875
160198,Gene Ammons,82.234375
376739,Koko Taylor,82
132579,Larry Norman,81.015625
378288,Massive Attack,80.5
129308,The Durutti Column,80.46875
73914,The Cleftones,80.265625
179205,Don McLean,79.421875
132449,Crystal Gayle,79.40625
1190,Syreeta,79.34375
245760,Les McCann,79.15625
352294,Pixinguinha,79.09375
767095,Bohannon,78.8125
46460,The Big Bopper,78.75
804289,Lynn Anderson,78.21875
259800,Saxon,77.75
487535,Abbey Lincoln,77.59375
252184,Johnny Thunders,77.375
21744,Stephen Stills,76.625
806507,Tyrone Davis,76.53125
772191,The Bonzo Dog Band,76.3125
784760,The Cowsills,76.1875
391933,Rainbow,75.78125
797056,Elis Regina,75.75
583723,MiklÃ³s RÃ³zsa,75.15625
762731,The Chi-Lites,75.03125
147635,Carly Simon,75
232701,Jeannie C. Riley,74.921875
188342,Freddy Fender,74.6875
883318,Red Hot Chili Peppers,74.65625
674263,Daniel Johnston,74.4375
209142,George Harrison,74.203125
418662,The Psychedelic Furs,74.203125
798992,"Emerson, Lake & Palmer",73.84375
792925,Fear,73.640625
484145,The Partridge Family,73.625
96613,Bonnie Raitt,73.453125
633181,Butthole Surfers,73.25
61044,Bobby Brown,73.15625
188843,Dori Caymmi,73.09375
807121,Lou Christie,72.9375
185615,Gary Stewart,72.546875
213212,Janis Ian,72.328125
853926,Popol Vuh,72.1875
796166,Don Cherry,72.0625
777210,Kool & the Gang,71.984375
805332,The Charlatans,71.9375
163229,Electric Light Orchestra,71.90625
658346,Gil Scott-Heron,71.890625
334740,Ronnie Milsap,71.78125
463435,Michael Nesmith,71.625
128249,Eydie Gorme,71.46875
684253,Wynton Kelly,71.046875
424244,Ozzy Osbourne,70.828125
51736,The Manhattans,70.78125
569402,The Teardrop Explodes,70.640625
848952,"Richard ""Groove"" Holmes",70.5
603036,Todd Rhodes,70.3125
245039,Vassar Clements,69.96875
350840,Jimmy Buffett,69.875
358820,Primal Scream,69.734375
742166,Speedy West,69.59375
744796,Townes Van Zandt,69.4375
942252,Compay Segundo,69.171875
937003,My Bloody Valentine,68.921875
921306,808 State,68.75
478426,Orange Juice,68.640625
850161,Jessie Hill,68.625
77662,King Pleasure,68.59375
667794,Gordon Lightfoot,68.5
931086,Astrud Gilberto,68.421875
894664,Oscar Brand,67.9375
477954,Moe Bandy,67.859375
398259,New Riders of the Purple Sage,67.75
140176,Eddie Fisher,67.6875
31263,AndraÃ© Crouch,67.578125
75295,Ken Boothe,67.5625
838559,Pentangle,67.46875
212200,Jon Hendricks,67.453125
944084,George Strait,67.390625
765722,The Collins Kids,67.3125
587608,Ryuichi Sakamoto,67.15625
137580,The Cramps,66.921875
607967,Astor Piazzolla,66.78125
683085,"Dave Dee, Dozy, Beaky, Mick & Tich",66.75
320761,Ricky Skaggs,66.71875
154998,Bauhaus,66.6875
475932,The Only Ones,66.609375
781732,Clannad,66.609375
490549,Anne Murray,66.46875
170330,Franz Waxman,66.375
946137,Canned Heat,66.21875
756518,The Bobbettes,66.171875
669303,Golden Earring,65.890625
790732,Squeeze,65.8125
330967,The New Lost City Ramblers,65.6875
121157,The Contours,65.265625
299668,KC & the Sunshine Band,64.9375
477523,Mighty Sparrow,64.9375
90188,Ian Dury,64.84375
292559,Roberto Menescal,64.78125
413524,The Police,64.71875
849672,Philip Glass,64.6875
81796,Kenny Clarke,64.640625
333175,Jesse Belvin,64.40625
291043,Journey,64.34375
806247,Charlie Daniels,64.28125
26350,Wolfgang Amadeus Mozart,64.28125
768027,Kenny Dorham,64.234375
543867,Guy Clark,64.203125
119651,J.J. Cale,64.171875
957296,Herbie Hancock,63.859375
839369,Little Eva,63.6875
16438,Television Personalities,63.609375
692251,The Youngbloods,63.53125
806829,Jane's Addiction,63.453125
655273,Ginger Baker,63.40625
313284,Little Feat,63.28125
564239,The Turtles,63.109375
482787,The Whispers,63.09375
894531,Otis Clay,62.40625
482334,The Specials,62.40625
930204,The Art of Noise,62.3125
57840,B.J. Thomas,62.21875
760154,Blind Faith,62.171875
202545,Generation X,62.125
58438,Betty Davis,62.03125
603590,Aswad,61.796875
40695,Mary Martin,61.65625
198532,Doug Sahm,61.578125
167287,Frank Black,61.53125
396676,Randy Travis,61.375
219021,Luiz BonfÃ¡,61.03125
110161,Chicago,60.15625
567624,The Stylistics,60.125
788937,"Evelyn ""Champagne"" King",59.96875
823165,Levon Helm,59.75
177588,Jon Hassell,59.65625
117844,"Hank Williams, Jr.",59.65625
414016,Nina Hagen,59.59375
923801,The Young Rascals,59.375
865016,New Edition,59.375
72205,Billy Joe Shaver,59.1875
180263,Flamin' Groovies,59.1875
573241,7 Seconds,58.96875
671953,Heart,58.9375
798606,Fugazi,58.84375
195874,Madness,58.734375
79960,Boston,58.59375
46727,Edwin Starr,58.375
366889,Martha Raye,58.3125
52736,Big Jay McNeely,58.234375
678339,XTC,58.1875
509356,Atlantic Starr,58
845625,Ronnie Lane,57.96875
66570,Keith Jarrett,57.90625
32071,Shirley Caesar,57.78125
584695,Willie Johnson,57.71875
167386,ESG,57.359375
224294,John Fogerty,57.34375
57209,The Free Design,57.3125
830538,Robert Plant,57.28125
471156,Mickey Gilley,57.078125
351842,Jimmy Castor,57.0625
30664,Tex Beneke,57.0625
206241,Eurythmics,56.9375
424928,The Robins,56.703125
90945,Colosseum,56.6875
91438,The Gun Club,56.65625
944349,Cameo,56.65625
571845,Margaret Whiting,56.375
670641,"Harry ""Sweets"" Edison",56.0625
195237,Delaney & Bonnie,55.65625
78242,Ibrahim Ferrer,55.515625
145086,The Easybeats,55.5
552325,"Orlando ""Cachaito"" Lopez",55.5
178014,U-Roy,55.4375
17929,Patti Austin,55.40625
130028,Freddie Mercury,55.359375
217622,Japan,55.140625
577261,Mitch Miller,55.03125
52382,The Marshall Tucker Band,54.890625
243527,Weather Report,54.859375
747757,Split Enz,54.703125
156043,Discharge,54.53125
138560,Frankie Carle,54.46875
784732,Joe Jackson,54.4375
754767,AndrÃ© Kostelanetz,54.34375
748088,Bert Kaempfert,54.34375
328288,Jerry Garcia,53.9375
99753,Connie Smith,53.8125
898479,The Smithereens,53.78125
849246,Jim Ford,53.75
13384,Tanya Tucker,53.71875
279337,Sade,53.5625
788569,Barbara Mandrell,53.484375
588508,Ace Frehley,53.46875
763551,The Chordettes,53.40625
691807,Stephen Sondheim,53.375
261332,Jonah Jones,53.28125
920101,The United States of America,53.265625
471355,Operation Ivy,53.234375
249973,Devo,53.234375
249175,Les Baxter,53.15625
755570,Angela Bofill,53.140625
634674,Buck Clayton,53.046875
294085,Rodney Crowell,52.84375
44906,The Birthday Party,52.828125
683795,Yello,52.484375
754879,Angel Witch,52.375
152312,Jack Bruce,52.34375
186312,Celia Cruz,52.296875
175708,Ry Cooder,52.265625
162930,Eartha Kitt,52.046875
411745,The Radiators,51.859375
7448,The Delfonics,51.4375
759491,The Exploited,51.171875
796957,Fifty Foot Hose,51.140625
568071,The Stranglers,51.0625
359966,Rickie Lee Jones,50.984375
490769,Sunnyland Slim,50.96875
843106,Peter Sarstedt,50.5
848034,Jim Croce,50.46875
290464,Roy Haynes,50.453125
206658,Werly Fairburn,50.40625
815236,Delbert McClinton,50.375
962339,Dave Mason,50.359375
250435,Wayne Shorter,50.3125
842269,Vern Gosdin,50.3125
300245,Rick Wakeman,50.1875
688400,Willis Alan Ramsey,50.09375
776301,Chico Hamilton,50.0625
262255,Mariah Carey,49.8125
129637,Crass,49.609375
397876,Mavis Staples,49.59375
66800,Bola Sete,49.53125
611877,Tom Lehrer,49.46875
831381,Robin Trower,49.375
887348,The Oak Ridge Boys,49.328125
631579,Bruce Cockburn,49.296875
641994,Burning Spear,49.28125
490952,Anthrax,49.25
366164,Rick James,49.15625
222351,Dead Moon,48.890625
842611,Peter Green,48.875
520975,Tommy James & the Shondells,48.859375
758520,Big Black,48.828125
412134,The Pioneers,48.625
948557,DNA,48.5625
369389,Kay Thompson,48.5
405522,The Mothers of Invention,48.25
221603,John Hartford,47.75
794449,Frankie Valli,47.5625
758194,Beny MorÃ©,47.53125
36934,Sonny Clark,47.484375
840523,Sebadoh,47.296875
38100,Pearl Bailey,47.265625
420133,Ministry,47.15625
745915,Paul Anka,47.125
1528006,Olivier Messiaen,47.09375
629609,David Allan Coe,47.0625
184091,Don Henley,47.046875
19297,America,46.9375
639697,Cachao,46.8125
2330,Sergio Mendes,46.75
756772,Angelic Upstarts,46.734375
987621,Foreigner,46.71875
218885,Horace Andy,46.625
769388,Billy May,46.34375
568622,Alec Wilder,46.21875
920994,The Vandals,46.203125
575379,The Vaselines,46.1875
85448,The Heptones,45.65625
838241,Van Dyke Parks,45.546875
85915,Billy Joel,45.140625
786080,James Moody,45.0625
918400,A Certain Ratio,44.8125
226331,John Entwistle,44.6875
746666,Sister Sledge,44.296875
104741,Jacob Do Bandolim,44.28125
45313,Steve Winwood,44.28125
564333,The Stone Roses,44.015625
604075,Agent Orange,43.96875
574597,ABC,43.953125
481057,Orchestral Manoeuvres in the Dark,43.953125
560208,Harry Nilsson,43.859375
83554,Billy Bragg,43.84375
161920,Grace Jones,43.796875
67900,The Foundations,43.6875
251604,Diamond Head,43.65625
343954,Mercyful Fate,43.625
750970,Skinny Puppy,43.59375
406575,The Outsiders,43.5625
793022,Cock Sparrer,43.546875
583935,Sun,43.375
842351,Pete Townshend,43.328125
922200,Violent Femmes,43.3125
524050,Bryan Ferry,43.296875
137084,Jody Watley,43.0625
789775,Clifford Brown,43.046875
154544,Green Day,43.03125
133969,Joan Armatrading,42.859375
35338,Peabo Bryson,42.84375
503668,The Miracles,42.796875
42993,Sonny & Cher,42.6875
197921,The English Beat,42.625
885875,Michael Martin Murphey,42.578125
180449,Freddie Jackson,42.53125
61226,Babyface,42.46875
790833,Shalamar,42.09375
203639,Johnny Rivers,42.046875
806991,Vikki Carr,42.03125
18977,Barry Manilow,42
569256,The Tams,41.84375
485191,The Pastels,41.65625
93632,Robert Palmer,41.640625
674332,Herb Alpert,41.625
16361,Patty Duke,41.34375
746068,Steeleye Span,41.21875
186927,Harold Budd,40.9375
459027,Noro Morales,40.921875
234844,Debbie Harry,40.875
591048,Anti-Nowhere League,40.75
230784,Lord Creator,40.71875
896965,Mikey Dread,40.6875
128440,Duran Duran,40.6875
317545,NOFX,40.671875
66276,Dorival Caymmi,40.40625
584257,William Orbit,40.234375
584923,Dave Edmunds,40.21875
895443,The Human League,40.171875
230886,Roaring Lion,40.15625
403184,The Osmonds,40.15625
688804,Willie Bobo,40.046875
245992,Johnny Smith,40
762177,The Feelies,39.984375
406294,Megadeth,39.984375
260212,Pet Shop Boys,39.9375
245019,Sandy Denny,39.796875
489520,Mike Oldfield,39.75
184187,Gabor Szabo,39.703125
1098,Soundgarden,39.6875
754251,Suzanne Vega,39.625
758208,Beth Orton,39.59375
492162,The Prodigy,39.40625
58616,The Champs,39.34375
845443,Philly Joe Jones,39.28125
125465,Barclay James Harvest,39.25
246960,Wham!,39.21875
795341,Felt,39.203125
339624,Meat Loaf,39.1875
321321,Lulu,39
160848,Gregory Isaacs,38.984375
919928,The Techniques,38.96875
743760,Alien Sex Fiend,38.84375
833782,Liquid Liquid,38.703125
80428,The Lettermen,38.625
558596,Hampton Hawes,38.5
272567,Louis Prima,38.375
122023,Cilla Black,38.375
838524,Savoy Brown,38.3125
248798,Judee Sill,38.28125
889449,Mickey & Sylvia,38.203125
443997,Sylvia Telles,38.203125
326096,Jerry Byrd,38.15625
509524,Al Kooper,37.828125
923033,Styx,37.8125
193320,Def Leppard,37.71875
11242,Sheb Wooley,37.6875
805785,Joe Satriani,37.625
93849,Black Oak Arkansas,37.59375
536122,George Duke,37.5
409670,Melanie,37.40625
645474,David Essex,37.3125
200968,Gene Simmons,37.015625
799081,Full Force,36.90625
927736,Arlo Guthrie,36.78125
217792,Ringo Starr,36.71875
269390,Homer & Jethro,36.6875
674887,Daryl Hall & John Oates,36.65625
285272,Rosanne Cash,36.265625
376204,Mary J. Blige,36.21875
491996,A.C. Reed,36.03125
882950,Red Garland,35.921875
767016,Keith Sweat,35.875
578031,The Statler Brothers,35.796875
930642,Morris Day,35.65625
686577,Willie ColÃ³n,35.34375
765585,Baden Powell,35.3125
671244,Witchfinder General,35.28125
409968,Reba McEntire,35.234375
275832,Ron Carter,35.21875
61273,Baaba Maal,35.21875
770007,King Diamond,35.09375
105422,Corrosion of Conformity,34.921875
590441,Young Marble Giants,34.8125
678408,Herbie Mann,34.8125
224186,John Mellencamp,34.765625
18176,Teddy Riley,34.75
936206,Alabama,34.734375
158309,Pat Benatar,34.703125
165162,Gentle Giant,34.625
271113,JosÃ© Feliciano,34.46875
211483,Charlie Haden,34.46875
380259,Dalva de Oliveira,34.4375
64199,Jimmy Martin,34.4375
34172,Superchunk,34.265625
149166,Carolyn Hester,34.25
97182,Christy Moore,34.203125
845468,Jerry Jeff Walker,34.1875
749504,StÃ©phane Grappelli,34.15625
81561,Keith Whitley,34.125
185810,John Foxx,34.125
790814,Talk Talk,34.078125
2825814,Bastille,33.9375
936946,Tommy Makem,33.828125
46214,Aunt Molly Jackson,33.8125
474648,The Melodians,33.75
297702,Sammy Hagar,33.640625
19892,Tears for Fears,33.640625
887719,Nusrat Fateh Ali Khan,33.625
816517,DeBarge,33.625
617568,Brenton Wood,33.5625
38302,Social Distortion,33.546875
69520,The Cookies,33.46875
610706,Bread,33.40625
341652,Roy Clark,33.390625
627250,Buena Vista Social Club,33.328125
798543,EdÃº Lobo,33.3125
290414,Rose Maddox,33.3125
762921,The Charioteers,33.296875
475980,The Monochrome Set,33.265625
3413,Allan Jones,33.25
149515,Joe Cocker,33.25
7689,TLC,32.96875
919525,The Sugarcubes,32.859375
65590,The Flaming Lips,32.84375
421315,The Rezillos,32.84375
565634,HÃ©ctor Lavoe,32.6875
371258,Napalm Death,32.65625
609396,Tom Jones,32.65625
493327,They Might Be Giants,32.578125
89710,Billy Paul,32.46875
831215,Saint Etienne,32.25
744265,Tony Joe White,32.234375
582253,Aaron Neville,32.1875
819983,Johnny Winter,32.15625
102985,Julio Iglesias,32.15625
752314,Pavement,31.984375
797205,Elizeth Cardoso,31.734375
109367,Jackson Do Pandeiro,31.53125
181329,David Johansen,31.375
178536,Edgar Winter,31.21875
153590,Graham Nash,31.1875
147082,James Ingram,31.15625
122754,Cyndi Lauper,31.109375
11754,Sheena Easton,31.0625
160690,En Vogue,30.90625
300659,Pedro Infante,30.78125
67528,Bob Dorough,30.71875
590285,Billy Preston,30.609375
320845,Peter Frampton,30.59375
522377,Sting,30.59375
489845,Milt Jackson,30.5625
665944,Harold Land,30.46875
242861,Dennis Brown,30.453125
798248,Garth Brooks,30.421875
664817,Gloria Estefan,30.34375
806336,Los Tigres del Norte,30.34375
3595,Andrew Lloyd Webber,30.3125
583478,The Wedding Present,30.3125
789721,Earl Thomas Conley,30.171875
142050,Carlene Carter,30.03125
622379,Asleep at the Wheel,29.96875
136871,The Doobie Brothers,29.9375
310789,SeÃ¡n Ã�?Riada,29.9375
813946,Deftones,29.84375
745617,Paul Bley,29.8125
235881,Wardell Gray,29.75
852842,Planxty,29.6875
790078,Fad Gadget,29.59375
791120,The Roches,29.546875
94890,The Legendary Pink Dots,29.421875
572499,The Velvelettes,29.328125
362437,Kathy Mattea,29.3125
169856,Luther Allison,29.3125
282800,Rites of Spring,29.1875
597094,Morrissey,29.140625
651156,Guy,29.03125
303651,Scientist,28.65625
611929,Tom Tom Club,28.65625
212131,Ride,28.453125
173487,Joey Ramone,28.40625
165855,Frankie Avalon,28.390625
214162,Vince Gill,28.328125
520215,Cactus,28.25
103162,Kim Weston,28.03125
120060,Christian Death,27.71875
386253,Negative Approach,27.65625
768149,Billy Taylor,27.609375
13393,Tower of Power,27.5625
287259,Saint Vitus,27.53125
899198,The Smothers Brothers,27.5
36402,Sonny Bono,27.46875
11970,Patrick Cowley,27.46875
855405,Kate & Anna McGarrigle,27.375
330634,Jerry Goldsmith,27.28125
133119,Thad Jones,27.21875
181321,Graham Parker,27.15625
390477,New Kids on the Block,27.09375
489876,The Pogues,26.921875
69402,Bob Marley & the Wailers,26.859375
769444,BjÃ¶rk,26.8125
553483,Happy Mondays,26.78125
1163,Serge Chaloff,26.734375
19241,Patty Loveless,26.734375
108124,Cherrelle,26.671875
684240,Wreckless Eric,26.609375
957085,Danzig,26.59375
191680,Gato Barbieri,26.484375
201760,George Benson,26.46875
767741,Billy Cobham,26.40625
568368,Helen Merrill,26.375
118853,Jack McDuff,26.234375
191063,Celtic Frost,26.21875
492663,Mon Rivera,26.125
751910,Testament,26.125
667169,Gladys Knight & the Pips,26.03125
406733,Meredith Monk,26
195305,Focus,25.9375
684830,Willie Mitchell,25.84375
263937,Dio,25.765625
647796,Camper Van Beethoven,25.75
582930,David Gilmour,25.75
267814,Hot Chocolate,25.734375
585249,Annie Lennox,25.65625
956707,Wings,25.625
152002,Joe Ely,25.625
206538,Charles Lloyd,25.5
16448,AmÃ¡lia Rodrigues,25.5
487271,Mike Seeger,25.484375
473554,Olivia Newton-John,25.40625
29791,Paul Weller,25.40625
696015,Phoebe Snow,25.34375
948061,Gino Vannelli,25.1875
127063,Bell Biv DeVoe,25.15625
334644,Jerry Reed,25.125
407986,Melissa Manchester,25.125
251474,Junior Byles,25.125
324854,Jermaine Jackson,25.125
807949,Underworld,25.109375
220946,David Houston,25.09375
121459,Cornell Campbell,25.03125
664849,Gloria Gaynor,25.015625
66395,The Congos,24.96875
889097,Ric Ocasek,24.96875
218994,John Anderson,24.90625
825032,Hot Lips Page,24.8125
832341,Robert Goulet,24.8125
786228,Barry Harris,24.78125
47033,The Blue Nile,24.609375
20050,Ten Years After,24.4375
243812,Leon Ware,24.375
134729,Faith No More,24.359375
259561,Let's Active,24.34375
1608941,M/A/R/R/S,24.3125
545074,George Michael,24.3125
334101,Max Romeo,24.28125
36521,Smashing Pumpkins,23.96875
5441,Pantera,23.953125
73383,The Gap Band,23.9375
319347,R. Kelly,23.9375
86312,The Judds,23.875
837946,Juice Newton,23.8125
482572,The West Coast Pop Art Experimental Band,23.8125
196544,Della Reese,23.8125
644880,David Crosby,23.4375
320426,Tsunami Bomb,23.40625
665957,Harold Melvin & the Blue Notes,23.375
828756,Lord Melody,23.34375
58386,Bob Mould,23.3125
927373,Adolescents,23.21875
661525,Front 242,23.15625
166785,Dan Fogelberg,23.078125
572106,The Three Degrees,23.0625
354189,Los Panchos,23.03125
31380,Paula Abdul,22.96875
48816,Bernadette Peters,22.9375
500992,MÃ¶tley CrÃ¼e,22.78125
821590,Diana Ross & the Supremes,22.640625
745584,Steel Pulse,22.640625
118493,JoÃ£o Donato,22.5625
5980,Paolo Conte,22.53125
7920,Alice in Chains,22.484375
52151,Augustus Pablo,22.484375
488378,Os Mutantes,22.46875
397042,Maynard Ferguson,22.40625
300024,Prefab Sprout,22.390625
954817,Marcos Valle,22.375
44751,Steve Wariner,22.34375
812046,John Hiatt,22.34375
483848,The Vibrators,22.3125
811622,John Denver,22.3125
130036,"Crosby, Stills, Nash & Young",22.3125
351733,Nine Inch Nails,22.296875
225948,Dead Can Dance,22.296875
573978,Marcia Griffiths,22.28125
934243,Tom Robinson Band,22.25
687487,Yo La Tengo,22.171875
40743,Audioslave,22.15625
326249,Radiohead,22.15625
519715,Tommy Flanagan,22.09375
824866,Marian McPartland,22.0625
489207,Annette Peacock,22.03125
15694,Teenage Fanclub,22
756180,SinÃ©ad O'Connor,21.859375
126903,Cindy Walker,21.84375
778568,J.D. Crowe & the New South,21.796875
341422,Ray Barretto,21.78125
808944,Jawbreaker,21.734375
738855,Grant Green,21.71875
289629,Linton Kwesi Johnson,21.71875
71970,The J.B.'s,21.65625
20319,Shel Silverstein,21.65625
467853,Mick Ronson,21.625
565521,The Sylvers,21.5625
45077,Leo Kottke,21.546875
139709,The Country Gentlemen,21.453125
97173,Bonnie Tyler,21.375
1266,Alla Rakha,21.21875
75665,The Gentrys,21.21875
766066,Bobby Vinton,21.21875
540883,Guns N' Roses,21.21875
673208,Manowar,21.21875
31022,Jim Morrison,21.21875
766361,The Go-Betweens,21.171875
96379,Boyz II Men,21.15625
26510,Terry Allen,21.0625
213510,Johnny Griffin,21.03125
489209,The dB's,20.96875
502199,Art Farmer,20.875
33316,Andy Kim,20.84375
505047,Art Pepper,20.8125
298766,Plastic Bertrand,20.75
796045,Fishbone,20.734375
235923,Leif Garrett,20.71875
312353,Screaming Trees,20.71875
46925,"Blood, Sweat & Tears",20.671875
874289,Menudo,20.65625
223701,John McLaughlin,20.625
172772,Ed Ames,20.5625
502806,The Rivingtons,20.5625
509367,Al Martino,20.5625
751604,Slint,20.53125
238297,Delta 5,20.5
201022,Lenny Welch,20.4375
338887,Jerry Vale,20.4375
607773,Al B. Sure!,20.4375
38579,Soft Cell,20.421875
800926,Emitt Rhodes,20.34375
167517,Dire Straits,20.3125
276592,Jess Stacy,20.28125
509223,Mudhoney,20.25
212614,Deodato,20.21875
97949,The International Submarine Band,20.21875
920117,The Uniques,20.15625
891575,The Orb,20.09375
251491,Leo Sayer,20.09375
935330,Toni Braxton,19.9375
163835,Manos Hadjidakis,19.9375
99198,Kitty Kallen,19.8125
790667,Tony! Toni! TonÃ©!,19.78125
768010,The Ides of March,19.6875
37730,Pearl Jam,19.65625
286115,Lorrie Morgan,19.640625
144538,Curved Air,19.59375
308742,Julian Cope,19.53125
4852,Selena,19.46875
212129,Charlie Palmieri,19.46875
228099,Howard Jones,19.4375
18137,Paul Motian,19.40625
487663,The Pop Group,19.328125
131624,Larry Levan,19.25
1006765,Rodriguez,19.25
394449,Michael Hurley,19.234375
690456,Youth of Today,19.1875
234488,Del McCoury,19.109375
140553,Lecuona Cuban Boys,19.09375
86750,The Jazz Crusaders,19.09375
802745,Gene Harris,19.0625
263852,Dion & the Belmonts,19.03125
398615,Oliver Nelson,19
127949,Jackie McLean,19
16281,Tracy Chapman,18.953125
345168,Roy Ayers,18.953125
304458,Jule Styne,18.875
186594,FranÃ§oise Hardy,18.8125
925528,Throwing Muses,18.703125
825087,Living Colour,18.625
683686,Willie Nile,18.625
504276,The Selecter,18.59375
32193,Tex Williams,18.5625
561715,Godflesh,18.53125
863790,Rage Against the Machine,18.515625
768321,INXS,18.5
583618,Sunny Day Real Estate,18.484375
792583,Pat Martino,18.46875
258090,Scott LaFaro,18.375
184811,Erasure,18.3125
181376,UB40,18.265625
12654,Spinal Tap,18.25
936658,Brigitte Fontaine,18.21875
190632,Dottie West,18.21875
375945,Psychic TV,18.15625
103484,Indigo Girls,18.109375
837486,Utopia,18.09375
84814,Billy Squier,18.09375
741746,Sepultura,18.03125
809058,Jay & the Americans,18.03125
495338,Ace of Base,18
101953,Klymaxx,17.96875
1292549,The Uniques,17.96875
804706,Gabby Pahinui,17.9375
202187,Ernest Ranglin,17.90625
582024,The Walker Brothers,17.875
588943,The Abyssinians,17.84375
139908,The Cult,17.796875
214546,John Abercrombie,17.71875
493848,Aphex Twin,17.703125
488859,Millie Jackson,17.625
786360,D.R.I.,17.625
661974,Gigi Gryce,17.59375
931105,Agnostic Front,17.578125
276381,Howard Hewett,17.5625
932858,Tom ZÃ©,17.5625
751738,Steve Cropper,17.484375
339490,Rare Earth,17.46875
744075,Toumani DiabatÃ©,17.4375
17877,Terence Trent D'Arby,17.40625
943936,Buddy Miles,17.40625
926428,Thomas Dolby,17.375
720786,Pete Brown,17.375
44703,Sweet Honey in the Rock,17.3125
793821,Frankie Knuckles,17.1875
778363,Jack Jones,17.09375
308645,Pulp,17.046875
808214,Joe Walsh,17.046875
141838,Eddie Money,17
127360,Everything But the Girl,16.96875
13387,Shawn Colvin,16.890625
332257,Neneh Cherry,16.8125
506513,Mr. Bungle,16.8125
80720,The House of Love,16.78125
38977,The Associates,16.75
933809,Tom Verlaine,16.6875
227776,Lee Konitz,16.671875
900349,The Soul Survivors,16.65625
90169,King Floyd,16.65625
794846,Eddie Rabbitt,16.640625
785773,Laurie Anderson,16.640625
238506,John Mayall & the Bluesbreakers,16.625
572737,Helmet,16.609375
176256,Elisa,16.5625
764181,The Church,16.53125
776093,Kylie Minogue,16.515625
208303,Jane Siberry,16.453125
77175,Bob Weir,16.4375
792370,Clint Black,16.421875
649435,Gerald Levert,16.40625
139741,Frankie Goes to Hollywood,16.375
578999,Aaliyah,16.34375
903009,Joe Cuba,16.21875
165663,Twisted Sister,16.203125
501081,"10,000 Maniacs",16.203125
359062,KMFDM,16
