influencer_id,influencer_name,influencer_main_genre,influencer_active_start,follower_id,follower_name,follower_main_genre,follower_active_start
622805,Stevie Wonder,R&B;,1960,117356,Ledisi,R&B;,1990
137494,Fats Domino,R&B;,1940,117844,"Hank Williams, Jr.",Country,1950
28772,The 5th Dimension,Pop/Rock,1960,118289,Labelle,R&B;,1970
33161,Sly & the Family Stone,R&B;,1960,118289,Labelle,R&B;,1970
137474,Laura Nyro,Pop/Rock,1960,118289,Labelle,R&B;,1970
376608,The Marvelettes,R&B;,1960,118289,Labelle,R&B;,1970
477875,The Supremes,R&B;,1950,118289,Labelle,R&B;,1970
491220,The Ronettes,Pop/Rock,1950,118289,Labelle,R&B;,1970
572499,The Velvelettes,R&B;,1960,118289,Labelle,R&B;,1970
788937,"Evelyn ""Champagne"" King",R&B;,1970,118289,Labelle,R&B;,1970
806542,Etta James,Blues,1950,118289,Labelle,R&B;,1970
821590,Diana Ross & the Supremes,R&B;,1960,118289,Labelle,R&B;,1970
927555,Aretha Franklin,R&B;,1950,118289,Labelle,R&B;,1970
75171,The Clovers,R&B;,1940,118544,The Drifters,R&B;,1950
80657,Billy Ward & the Dominoes,R&B;,1950,118544,The Drifters,R&B;,1950
82831,The Ink Spots,Vocal,1930,118544,The Drifters,R&B;,1950
403120,The Mills Brothers,Vocal,1930,118544,The Drifters,R&B;,1950
490763,The Ravens,Vocal,1940,118544,The Drifters,R&B;,1950
816895,The Delta Rhythm Boys,Jazz,1930,118544,The Drifters,R&B;,1950
894335,The Platters,R&B;,1950,118544,The Drifters,R&B;,1950
279337,Sade,R&B;,1980,118664,Basia,Pop/Rock,1980
821571,Smokey Robinson,R&B;,1950,118664,Basia,Pop/Rock,1980
61044,Bobby Brown,R&B;,1980,118665,Basic Black,R&B;,1990
651156,Guy,R&B;,1980,118665,Basic Black,R&B;,1990
767016,Keith Sweat,R&B;,1980,118665,Basic Black,R&B;,1990
361393,Prince,R&B;,1970,118791,LeAnn Rimes,Country,1990
46861,Ray Charles,R&B;,1940,120521,Chuck Berry,Pop/Rock,1950
269972,Little Willie John,R&B;,1950,120521,Chuck Berry,Pop/Rock,1950
343396,Roy Brown,R&B;,1940,120521,Chuck Berry,Pop/Rock,1950
144458,Curtis Mayfield,R&B;,1950,121459,Cornell Campbell,Reggae,1960
238115,Sam Cooke,R&B;,1950,121459,Cornell Campbell,Reggae,1960
144458,Curtis Mayfield,R&B;,1950,122219,Craig David,R&B;,1990
176358,Jamiroquai,R&B;,1990,122219,Craig David,R&B;,1990
319347,R. Kelly,R&B;,1990,122219,Craig David,R&B;,1990
467203,Michael Jackson,R&B;,1960,122219,Craig David,R&B;,1990
517074,Brian McKnight,R&B;,1980,122219,Craig David,R&B;,1990
576718,Seal,Pop/Rock,1980,122219,Craig David,R&B;,1990
607448,Al Green,R&B;,1960,122219,Craig David,R&B;,1990
622805,Stevie Wonder,R&B;,1960,122219,Craig David,R&B;,1990
672498,Goldie,Electronic,1990,122219,Craig David,R&B;,1990
757157,Simply Red,Pop/Rock,1980,122219,Craig David,R&B;,1990
17748,Patti LaBelle,R&B;,1950,122754,Cyndi Lauper,Pop/Rock,1970
165011,Dionne Warwick,R&B;,1960,122754,Cyndi Lauper,Pop/Rock,1970
597309,Tina Turner,R&B;,1950,122754,Cyndi Lauper,Pop/Rock,1970
802302,Chaka Khan,R&B;,1960,122754,Cyndi Lauper,Pop/Rock,1970
921002,Ann Peebles,R&B;,1970,122754,Cyndi Lauper,Pop/Rock,1970
13393,Tower of Power,R&B;,1960,122795,L.T.D.,R&B;,1960
128099,James Brown,R&B;,1950,122795,L.T.D.,R&B;,1960
135273,"Earth, Wind & Fire",R&B;,1960,122795,L.T.D.,R&B;,1960
191947,War,R&B;,1970,122795,L.T.D.,R&B;,1960
390390,Ohio Players,R&B;,1950,122795,L.T.D.,R&B;,1960
777210,Kool & the Gang,R&B;,1960,122795,L.T.D.,R&B;,1960
892771,The O'Jays,R&B;,1960,122795,L.T.D.,R&B;,1960
96379,Boyz II Men,R&B;,1980,123515,ChristiÃ³n,R&B;,1990
137494,Fats Domino,R&B;,1940,123915,Christine McVie,Pop/Rock,1960
128099,James Brown,R&B;,1950,124492,Beck,Pop/Rock,1990
361393,Prince,R&B;,1970,124492,Beck,Pop/Rock,1990
752773,Shuggie Otis,R&B;,1960,124492,Beck,Pop/Rock,1990
61044,Bobby Brown,R&B;,1980,125506,Jagged Edge,R&B;,1990
61226,Babyface,R&B;,1970,125506,Jagged Edge,R&B;,1990
96379,Boyz II Men,R&B;,1980,125506,Jagged Edge,R&B;,1990
127063,Bell Biv DeVoe,R&B;,1980,125506,Jagged Edge,R&B;,1990
135152,Jodeci,R&B;,1990,125506,Jagged Edge,R&B;,1990
167361,Dru Hill,R&B;,1990,125506,Jagged Edge,R&B;,1990
319347,R. Kelly,R&B;,1990,125506,Jagged Edge,R&B;,1990
517074,Brian McKnight,R&B;,1980,125506,Jagged Edge,R&B;,1990
651156,Guy,R&B;,1980,125506,Jagged Edge,R&B;,1990
767016,Keith Sweat,R&B;,1980,125506,Jagged Edge,R&B;,1990
925066,Montell Jordan,R&B;,1990,125506,Jagged Edge,R&B;,1990
7689,TLC,R&B;,1990,126168,Christina Milian,R&B;,1990
208774,Janet Jackson,R&B;,1970,126168,Christina Milian,R&B;,1990
237205,Madonna,Pop/Rock,1980,126168,Christina Milian,R&B;,1990
376204,Mary J. Blige,R&B;,1990,126168,Christina Milian,R&B;,1990
467203,Michael Jackson,R&B;,1960,126168,Christina Milian,R&B;,1990
578999,Aaliyah,R&B;,1990,126168,Christina Milian,R&B;,1990
594665,Diana Ross,R&B;,1960,126168,Christina Milian,R&B;,1990
796734,Elton John,Pop/Rock,1960,126168,Christina Milian,R&B;,1990
46861,Ray Charles,R&B;,1940,126782,Lambchop,Pop/Rock,1990
144458,Curtis Mayfield,R&B;,1950,126782,Lambchop,Pop/Rock,1990
190531,Frederick Knight,R&B;,1970,126782,Lambchop,Pop/Rock,1990
578141,The Spinners,R&B;,1950,126782,Lambchop,Pop/Rock,1990
20278,Teddy Pendergrass,R&B;,1970,127063,Bell Biv DeVoe,R&B;,1980
61044,Bobby Brown,R&B;,1980,127063,Bell Biv DeVoe,R&B;,1980
83013,The Jackson 5,R&B;,1960,127063,Bell Biv DeVoe,R&B;,1980
208076,Luther Vandross,R&B;,1970,127063,Bell Biv DeVoe,R&B;,1980
467203,Michael Jackson,R&B;,1960,127063,Bell Biv DeVoe,R&B;,1980
482787,The Whispers,R&B;,1960,127063,Bell Biv DeVoe,R&B;,1980
509356,Atlantic Starr,R&B;,1970,127063,Bell Biv DeVoe,R&B;,1980
569685,The Temptations,R&B;,1960,127063,Bell Biv DeVoe,R&B;,1980
892771,The O'Jays,R&B;,1960,127063,Bell Biv DeVoe,R&B;,1980
46861,Ray Charles,R&B;,1940,127451,Jackie DeShannon,Pop/Rock,1950
17748,Patti LaBelle,R&B;,1950,127696,Lalah Hathaway,R&B;,1990
17929,Patti Austin,R&B;,1950,127696,Lalah Hathaway,R&B;,1990
40225,Gladys Knight,R&B;,1950,127696,Lalah Hathaway,R&B;,1990
290072,Roberta Flack,R&B;,1960,127696,Lalah Hathaway,R&B;,1990
316834,Marvin Gaye,R&B;,1950,127696,Lalah Hathaway,R&B;,1990
333573,Randy Crawford,R&B;,1970,127696,Lalah Hathaway,R&B;,1990
411761,Nina Simone,Vocal,1950,127696,Lalah Hathaway,R&B;,1990
755570,Angela Bofill,R&B;,1970,127696,Lalah Hathaway,R&B;,1990
755792,Angela Winbush,R&B;,1980,127696,Lalah Hathaway,R&B;,1990
802302,Chaka Khan,R&B;,1960,127696,Lalah Hathaway,R&B;,1990
821571,Smokey Robinson,R&B;,1950,127696,Lalah Hathaway,R&B;,1990
927555,Aretha Franklin,R&B;,1950,127696,Lalah Hathaway,R&B;,1990
46861,Ray Charles,R&B;,1940,128099,James Brown,R&B;,1950
75825,The Coasters,R&B;,1950,128099,James Brown,R&B;,1950
108826,Jackie Wilson,R&B;,1950,128099,James Brown,R&B;,1950
118544,The Drifters,R&B;,1950,128099,James Brown,R&B;,1950
120521,Chuck Berry,Pop/Rock,1950,128099,James Brown,R&B;,1950
162677,Dizzy Gillespie,Jazz,1930,128099,James Brown,R&B;,1950
238115,Sam Cooke,R&B;,1950,128099,James Brown,R&B;,1950
269972,Little Willie John,R&B;,1950,128099,James Brown,R&B;,1950
287604,Louis Jordan,Jazz,1930,128099,James Brown,R&B;,1950
343396,Roy Brown,R&B;,1940,128099,James Brown,R&B;,1950
423829,Miles Davis,Jazz,1940,128099,James Brown,R&B;,1950
609966,The Highway Q.C.'s,Religious,1940,128099,James Brown,R&B;,1950
664194,Hank Ballard,R&B;,1950,128099,James Brown,R&B;,1950
824022,Little Richard,Pop/Rock,1950,128099,James Brown,R&B;,1950
960674,Wynonie Harris,R&B;,1940,128099,James Brown,R&B;,1950
49774,Blackstreet,R&B;,1990,128143,Trey Songz,R&B;,2000
135152,Jodeci,R&B;,1990,128143,Trey Songz,R&B;,2000
303506,Usher,R&B;,1990,128143,Trey Songz,R&B;,2000
319347,R. Kelly,R&B;,1990,128143,Trey Songz,R&B;,2000
361393,Prince,R&B;,1970,128143,Trey Songz,R&B;,2000
651156,Guy,R&B;,1980,128143,Trey Songz,R&B;,2000
821571,Smokey Robinson,R&B;,1950,128143,Trey Songz,R&B;,2000
71970,The J.B.'s,R&B;,1960,128290,The Dirty Dozen Brass Band,Jazz,1970
137494,Fats Domino,R&B;,1940,128290,The Dirty Dozen Brass Band,Jazz,1970
402872,The Meters,R&B;,1960,128290,The Dirty Dozen Brass Band,Jazz,1970
577590,Dave Bartholomew,R&B;,1940,128290,The Dirty Dozen Brass Band,Jazz,1970
933172,Allen Toussaint,R&B;,1950,128290,The Dirty Dozen Brass Band,Jazz,1970
33161,Sly & the Family Stone,R&B;,1960,128440,Duran Duran,Pop/Rock,1970
92942,Chic,R&B;,1970,128440,Duran Duran,Pop/Rock,1970
167386,ESG,R&B;,1970,128440,Duran Duran,Pop/Rock,1970
569685,The Temptations,R&B;,1960,128440,Duran Duran,Pop/Rock,1970
661524,Donna Summer,R&B;,1970,128440,Duran Duran,Pop/Rock,1970
276085,Howlin' Wolf,Blues,1930,129591,"Clarence ""Frogman"" Henry",R&B;,1950
821571,Smokey Robinson,R&B;,1950,129761,Jimmy Webb,Pop/Rock,1960
33161,Sly & the Family Stone,R&B;,1960,129775,Parliament,R&B;,1960
57124,The Chambers Brothers,R&B;,1950,129775,Parliament,R&B;,1960
59655,The Mar-Keys,R&B;,1960,129775,Parliament,R&B;,1960
75825,The Coasters,R&B;,1950,129775,Parliament,R&B;,1960
82013,The Impressions,R&B;,1950,129775,Parliament,R&B;,1960
128099,James Brown,R&B;,1950,129775,Parliament,R&B;,1960
138699,Frank Zappa,Pop/Rock,1950,129775,Parliament,R&B;,1960
139933,Frankie Lymon,R&B;,1950,129775,Parliament,R&B;,1960
303050,Rufus Thomas,R&B;,1930,129775,Parliament,R&B;,1960
354105,Jimi Hendrix,Pop/Rock,1960,129775,Parliament,R&B;,1960
569685,The Temptations,R&B;,1960,129775,Parliament,R&B;,1960
988638,Captain Beefheart,Pop/Rock,1960,129775,Parliament,R&B;,1960
927555,Aretha Franklin,R&B;,1950,130028,Freddie Mercury,Pop/Rock,1970
607448,Al Green,R&B;,1960,130922,Jai Uttal,New Age,1990
46861,Ray Charles,R&B;,1940,130932,Crazy Horse,Pop/Rock,1960
343396,Roy Brown,R&B;,1940,131603,Squirrel Nut Zippers,Pop/Rock,1990
590285,Billy Preston,R&B;,1950,131603,Squirrel Nut Zippers,Pop/Rock,1990
31067,Solomon Burke,R&B;,1950,131627,Creedence Clearwater Revival,Pop/Rock,1960
309458,Screamin' Jay Hawkins,R&B;,1950,131627,Creedence Clearwater Revival,Pop/Rock,1960
316834,Marvin Gaye,R&B;,1950,131627,Creedence Clearwater Revival,Pop/Rock,1960
128099,James Brown,R&B;,1950,131650,Talking Heads,Pop/Rock,1970
129775,Parliament,R&B;,1960,131650,Talking Heads,Pop/Rock,1970
187581,Funkadelic,R&B;,1960,131650,Talking Heads,Pop/Rock,1970
402872,The Meters,R&B;,1960,131650,Talking Heads,Pop/Rock,1970
607448,Al Green,R&B;,1960,131650,Talking Heads,Pop/Rock,1970
767095,Bohannon,R&B;,1970,131650,Talking Heads,Pop/Rock,1970
664849,Gloria Gaynor,R&B;,1970,132856,Crystal Waters,R&B;,1980
746666,Sister Sledge,R&B;,1970,132856,Crystal Waters,R&B;,1980
208774,Janet Jackson,R&B;,1970,133177,Tamar Braxton,R&B;,1980
498987,SWV,R&B;,1990,133177,Tamar Braxton,R&B;,1980
500889,Minnie Riperton,R&B;,1960,133177,Tamar Braxton,R&B;,1980
681956,Xscape,R&B;,1990,133177,Tamar Braxton,R&B;,1980
816701,Deniece Williams,R&B;,1970,133177,Tamar Braxton,R&B;,1980
33161,Sly & the Family Stone,R&B;,1960,133719,Fatboy Slim,Electronic,1980
78044,Bill Withers,R&B;,1960,133719,Fatboy Slim,Electronic,1980
128099,James Brown,R&B;,1950,133719,Fatboy Slim,Electronic,1980
131624,Larry Levan,R&B;,1970,133719,Fatboy Slim,Electronic,1980
533117,George Clinton,R&B;,1950,133719,Fatboy Slim,Electronic,1980
40225,Gladys Knight,R&B;,1950,133957,Jamelia,Pop/Rock,2000
376204,Mary J. Blige,R&B;,1990,133957,Jamelia,Pop/Rock,2000
502371,Missy Elliott,R&B;,1990,133957,Jamelia,Pop/Rock,2000
761341,Beverley Knight,R&B;,1990,133957,Jamelia,Pop/Rock,2000
246628,Johnny Nash,R&B;,1950,133969,Joan Armatrading,Pop/Rock,1970
597309,Tina Turner,R&B;,1950,133969,Joan Armatrading,Pop/Rock,1970
927555,Aretha Franklin,R&B;,1950,133969,Joan Armatrading,Pop/Rock,1970
13393,Tower of Power,R&B;,1960,134600,D'Angelo,R&B;,1990
17877,Terence Trent D'Arby,R&B;,1980,134600,D'Angelo,R&B;,1990
20278,Teddy Pendergrass,R&B;,1970,134600,D'Angelo,R&B;,1990
33161,Sly & the Family Stone,R&B;,1960,134600,D'Angelo,R&B;,1990
64509,Bobby Womack,R&B;,1960,134600,D'Angelo,R&B;,1990
78044,Bill Withers,R&B;,1960,134600,D'Angelo,R&B;,1990
89710,Billy Paul,R&B;,1950,134600,D'Angelo,R&B;,1990
101946,Isaac Hayes,R&B;,1960,134600,D'Angelo,R&B;,1990
106882,Lamont Dozier,R&B;,1960,134600,D'Angelo,R&B;,1990
144458,Curtis Mayfield,R&B;,1950,134600,D'Angelo,R&B;,1990
149044,Barry White,R&B;,1960,134600,D'Angelo,R&B;,1990
164594,Ben E. King,R&B;,1950,134600,D'Angelo,R&B;,1990
168958,Eddie Floyd,R&B;,1950,134600,D'Angelo,R&B;,1990
180449,Freddie Jackson,R&B;,1980,134600,D'Angelo,R&B;,1990
182360,Donny Hathaway,R&B;,1960,134600,D'Angelo,R&B;,1990
200074,Lenny Kravitz,Pop/Rock,1980,134600,D'Angelo,R&B;,1990
208076,Luther Vandross,R&B;,1970,134600,D'Angelo,R&B;,1990
233228,Lou Rawls,R&B;,1950,134600,D'Angelo,R&B;,1990
279337,Sade,R&B;,1980,134600,D'Angelo,R&B;,1990
316834,Marvin Gaye,R&B;,1950,134600,D'Angelo,R&B;,1990
319347,R. Kelly,R&B;,1990,134600,D'Angelo,R&B;,1990
361393,Prince,R&B;,1970,134600,D'Angelo,R&B;,1990
366164,Rick James,R&B;,1960,134600,D'Angelo,R&B;,1990
576718,Seal,Pop/Rock,1980,134600,D'Angelo,R&B;,1990
578141,The Spinners,R&B;,1950,134600,D'Angelo,R&B;,1990
590285,Billy Preston,R&B;,1950,134600,D'Angelo,R&B;,1990
607448,Al Green,R&B;,1960,134600,D'Angelo,R&B;,1990
622805,Stevie Wonder,R&B;,1960,134600,D'Angelo,R&B;,1990
684830,Willie Mitchell,R&B;,1960,134600,D'Angelo,R&B;,1990
752773,Shuggie Otis,R&B;,1960,134600,D'Angelo,R&B;,1990
790667,Tony! Toni! TonÃ©!,R&B;,1980,134600,D'Angelo,R&B;,1990
821571,Smokey Robinson,R&B;,1950,134600,D'Angelo,R&B;,1990
920939,The Undisputed Truth,R&B;,1960,134600,D'Angelo,R&B;,1990
944349,Cameo,R&B;,1970,134600,D'Angelo,R&B;,1990
107139,Bootsy Collins,R&B;,1970,134729,Faith No More,Pop/Rock,1980
129775,Parliament,R&B;,1960,134729,Faith No More,Pop/Rock,1980
187581,Funkadelic,R&B;,1960,134729,Faith No More,Pop/Rock,1980
766094,Commodores,R&B;,1960,134729,Faith No More,Pop/Rock,1980
798792,Graham Central Station,R&B;,1970,134729,Faith No More,Pop/Rock,1980
824022,Little Richard,Pop/Rock,1950,135024,Larry Williams,R&B;,1950
20278,Teddy Pendergrass,R&B;,1970,135152,Jodeci,R&B;,1990
316834,Marvin Gaye,R&B;,1950,135152,Jodeci,R&B;,1990
607773,Al B. Sure!,R&B;,1980,135152,Jodeci,R&B;,1990
651156,Guy,R&B;,1980,135152,Jodeci,R&B;,1990
762731,The Chi-Lites,R&B;,1960,135152,Jodeci,R&B;,1990
767016,Keith Sweat,R&B;,1980,135152,Jodeci,R&B;,1990
799081,Full Force,R&B;,1980,135152,Jodeci,R&B;,1990
865016,New Edition,R&B;,1980,135152,Jodeci,R&B;,1990
28772,The 5th Dimension,Pop/Rock,1960,135273,"Earth, Wind & Fire",R&B;,1960
33161,Sly & the Family Stone,R&B;,1960,135273,"Earth, Wind & Fire",R&B;,1960
46861,Ray Charles,R&B;,1940,135273,"Earth, Wind & Fire",R&B;,1960
83013,The Jackson 5,R&B;,1960,135273,"Earth, Wind & Fire",R&B;,1960
128099,James Brown,R&B;,1950,135273,"Earth, Wind & Fire",R&B;,1960
129775,Parliament,R&B;,1960,135273,"Earth, Wind & Fire",R&B;,1960
144458,Curtis Mayfield,R&B;,1950,135273,"Earth, Wind & Fire",R&B;,1960
175553,John Coltrane,Jazz,1940,135273,"Earth, Wind & Fire",R&B;,1960
316834,Marvin Gaye,R&B;,1950,135273,"Earth, Wind & Fire",R&B;,1960
334770,Ramsey Lewis,Jazz,1950,135273,"Earth, Wind & Fire",R&B;,1960
354105,Jimi Hendrix,Pop/Rock,1960,135273,"Earth, Wind & Fire",R&B;,1960
548338,Cannonball Adderley,Jazz,1950,135273,"Earth, Wind & Fire",R&B;,1960
766893,The Isley Brothers,R&B;,1950,135273,"Earth, Wind & Fire",R&B;,1960
772976,Booker T. Jones,R&B;,1960,135273,"Earth, Wind & Fire",R&B;,1960
808198,Lou Donaldson,Jazz,1950,135273,"Earth, Wind & Fire",R&B;,1960
46861,Ray Charles,R&B;,1940,135378,James Booker,Blues,1950
137494,Fats Domino,R&B;,1940,135378,James Booker,Blues,1950
933172,Allen Toussaint,R&B;,1950,135378,James Booker,Blues,1950
92942,Chic,R&B;,1970,136124,The Crystal Method,Electronic,1990
128099,James Brown,R&B;,1950,136124,The Crystal Method,Electronic,1990
129775,Parliament,R&B;,1960,136124,The Crystal Method,Electronic,1990
20278,Teddy Pendergrass,R&B;,1970,136871,The Doobie Brothers,Pop/Rock,1970
191947,War,R&B;,1970,136871,The Doobie Brothers,Pop/Rock,1970
316834,Marvin Gaye,R&B;,1950,136871,The Doobie Brothers,Pop/Rock,1970
569685,The Temptations,R&B;,1960,136871,The Doobie Brothers,Pop/Rock,1970
578141,The Spinners,R&B;,1950,136871,The Doobie Brothers,Pop/Rock,1970
17748,Patti LaBelle,R&B;,1950,137084,Jody Watley,R&B;,1970
40225,Gladys Knight,R&B;,1950,137084,Jody Watley,R&B;,1970
59819,Betty Wright,R&B;,1950,137084,Jody Watley,R&B;,1970
74195,Natalie Cole,R&B;,1950,137084,Jody Watley,R&B;,1970
92942,Chic,R&B;,1970,137084,Jody Watley,R&B;,1970
290072,Roberta Flack,R&B;,1960,137084,Jody Watley,R&B;,1970
467203,Michael Jackson,R&B;,1960,137084,Jody Watley,R&B;,1970
594665,Diana Ross,R&B;,1960,137084,Jody Watley,R&B;,1970
597309,Tina Turner,R&B;,1950,137084,Jody Watley,R&B;,1970
661524,Donna Summer,R&B;,1970,137084,Jody Watley,R&B;,1970
802302,Chaka Khan,R&B;,1960,137084,Jody Watley,R&B;,1970
838195,Percy Sledge,R&B;,1960,137084,Jody Watley,R&B;,1970
894847,The Pointer Sisters,R&B;,1970,137084,Jody Watley,R&B;,1970
477875,The Supremes,R&B;,1950,137430,The Cover Girls,R&B;,1980
922728,ABBA,Pop/Rock,1970,137430,The Cover Girls,R&B;,1980
118544,The Drifters,R&B;,1950,137474,Laura Nyro,Pop/Rock,1960
164594,Ben E. King,R&B;,1950,137474,Laura Nyro,Pop/Rock,1960
165011,Dionne Warwick,R&B;,1960,137474,Laura Nyro,Pop/Rock,1960
575012,Darlene Love,R&B;,1950,137474,Laura Nyro,Pop/Rock,1960
821571,Smokey Robinson,R&B;,1950,137474,Laura Nyro,Pop/Rock,1960
927555,Aretha Franklin,R&B;,1950,137474,Laura Nyro,Pop/Rock,1960
197040,Champion Jack Dupree,Blues,1940,137494,Fats Domino,R&B;,1940
225389,Jay McShann,Jazz,1930,137494,Fats Domino,R&B;,1940
287604,Louis Jordan,Jazz,1930,137494,Fats Domino,R&B;,1940
343396,Roy Brown,R&B;,1940,137494,Fats Domino,R&B;,1940
369270,Professor Longhair,Blues,1930,137494,Fats Domino,R&B;,1940
748773,Amos Milburn,Blues,1940,137494,Fats Domino,R&B;,1940
303050,Rufus Thomas,R&B;,1930,137580,The Cramps,Pop/Rock,1970
309458,Screamin' Jay Hawkins,R&B;,1950,137580,The Cramps,Pop/Rock,1970
7689,TLC,R&B;,1990,137904,Fefe Dobson,Pop/Rock,2000
467203,Michael Jackson,R&B;,1960,137904,Fefe Dobson,Pop/Rock,2000
46861,Ray Charles,R&B;,1940,138335,Dobie Gray,R&B;,1960
164594,Ben E. King,R&B;,1950,138335,Dobie Gray,R&B;,1960
238115,Sam Cooke,R&B;,1950,138335,Dobie Gray,R&B;,1960
246885,Johnny Mathis,Vocal,1950,138335,Dobie Gray,R&B;,1960
414251,Otis Redding,R&B;,1960,138335,Dobie Gray,R&B;,1960
766893,The Isley Brothers,R&B;,1950,138335,Dobie Gray,R&B;,1960
35021,Smokey Robinson & the Miracles,R&B;,1950,138407,The Dramatics,R&B;,1960
108826,Jackie Wilson,R&B;,1950,138407,The Dramatics,R&B;,1960
118544,The Drifters,R&B;,1950,138407,The Dramatics,R&B;,1960
147200,The Dells,R&B;,1950,138407,The Dramatics,R&B;,1960
316834,Marvin Gaye,R&B;,1950,138407,The Dramatics,R&B;,1960
329468,Jerry Butler,R&B;,1950,138407,The Dramatics,R&B;,1960
479582,The Moonglows,R&B;,1950,138407,The Dramatics,R&B;,1960
569685,The Temptations,R&B;,1960,138407,The Dramatics,R&B;,1960
309458,Screamin' Jay Hawkins,R&B;,1950,138520,The Damned,Pop/Rock,1970
893719,The Penguins,R&B;,1950,138699,Frank Zappa,Pop/Rock,1950
128099,James Brown,R&B;,1950,138833,Fela Kuti,International,1960
131624,Larry Levan,R&B;,1970,139741,Frankie Goes to Hollywood,Pop/Rock,1980
661524,Donna Summer,R&B;,1970,139741,Frankie Goes to Hollywood,Pop/Rock,1980
756291,Sylvester,R&B;,1970,139741,Frankie Goes to Hollywood,Pop/Rock,1980
269972,Little Willie John,R&B;,1950,139933,Frankie Lymon,R&B;,1950
271029,Esther Phillips,R&B;,1940,139933,Frankie Lymon,R&B;,1950
33161,Sly & the Family Stone,R&B;,1960,140816,Eddie Hazel,R&B;,1970
60476,The Friends of Distinction,R&B;,1960,140816,Eddie Hazel,R&B;,1970
112462,Cream,Pop/Rock,1960,140816,Eddie Hazel,R&B;,1970
120521,Chuck Berry,Pop/Rock,1950,140816,Eddie Hazel,R&B;,1970
128099,James Brown,R&B;,1950,140816,Eddie Hazel,R&B;,1970
150062,Earl Hooker,Blues,1950,140816,Eddie Hazel,R&B;,1970
240865,Jeff Beck,Pop/Rock,1960,140816,Eddie Hazel,R&B;,1970
354105,Jimi Hendrix,Pop/Rock,1960,140816,Eddie Hazel,R&B;,1970
608701,Muddy Waters,Blues,1940,140816,Eddie Hazel,R&B;,1970
282709,Sam & Dave,R&B;,1960,141838,Eddie Money,Pop/Rock,1970
316834,Marvin Gaye,R&B;,1950,141838,Eddie Money,Pop/Rock,1970
208076,Luther Vandross,R&B;,1970,142208,Eddie Murphy,Comedy/Spoken,1980
467203,Michael Jackson,R&B;,1960,142208,Eddie Murphy,Comedy/Spoken,1980
35076,Soul II Soul,R&B;,1980,142249,Basement Jaxx,Electronic,1990
131624,Larry Levan,R&B;,1970,142249,Basement Jaxx,Electronic,1990
351842,Jimmy Castor,R&B;,1960,142249,Basement Jaxx,Electronic,1990
361393,Prince,R&B;,1970,142249,Basement Jaxx,Electronic,1990
265456,Dion,Pop/Rock,1950,143367,The Duprees,R&B;,1960
894335,The Platters,R&B;,1950,143367,The Duprees,R&B;,1960
31067,Solomon Burke,R&B;,1950,144458,Curtis Mayfield,R&B;,1950
61479,The Five Satins,R&B;,1950,144458,Curtis Mayfield,R&B;,1950
108826,Jackie Wilson,R&B;,1950,144458,Curtis Mayfield,R&B;,1950
115733,J.B. Lenoir,Blues,1950,144458,Curtis Mayfield,R&B;,1950
128099,James Brown,R&B;,1950,144458,Curtis Mayfield,R&B;,1950
164594,Ben E. King,R&B;,1950,144458,Curtis Mayfield,R&B;,1950
238115,Sam Cooke,R&B;,1950,144458,Curtis Mayfield,R&B;,1950
309328,Percy Mayfield,R&B;,1940,144458,Curtis Mayfield,R&B;,1950
317093,Nat King Cole,Jazz,1930,144458,Curtis Mayfield,R&B;,1950
414251,Otis Redding,R&B;,1960,144458,Curtis Mayfield,R&B;,1950
479582,The Moonglows,R&B;,1950,144458,Curtis Mayfield,R&B;,1950
668448,James Cleveland,Religious,1950,144458,Curtis Mayfield,R&B;,1950
894335,The Platters,R&B;,1950,144458,Curtis Mayfield,R&B;,1950
129775,Parliament,R&B;,1960,146551,Cybotron,Electronic,1980
762731,The Chi-Lites,R&B;,1960,146796,The Deele,R&B;,1980
46861,Ray Charles,R&B;,1940,147082,James Ingram,R&B;,1970
149044,Barry White,R&B;,1960,147082,James Ingram,R&B;,1970
238115,Sam Cooke,R&B;,1950,147082,James Ingram,R&B;,1970
316834,Marvin Gaye,R&B;,1950,147082,James Ingram,R&B;,1970
378624,Quincy Jones,Jazz,1950,147082,James Ingram,R&B;,1970
607448,Al Green,R&B;,1960,147082,James Ingram,R&B;,1970
821571,Smokey Robinson,R&B;,1950,147082,James Ingram,R&B;,1970
55304,The Flamingos,R&B;,1950,147200,The Dells,R&B;,1950
75171,The Clovers,R&B;,1940,147200,The Dells,R&B;,1950
82584,Billy Eckstine,Vocal,1930,147200,The Dells,R&B;,1950
82831,The Ink Spots,Vocal,1930,147200,The Dells,R&B;,1950
317093,Nat King Cole,Jazz,1930,147200,The Dells,R&B;,1950
403120,The Mills Brothers,Vocal,1930,147200,The Dells,R&B;,1950
609966,The Highway Q.C.'s,Religious,1940,147200,The Dells,R&B;,1950
762921,The Charioteers,Religious,1930,147200,The Dells,R&B;,1950
816895,The Delta Rhythm Boys,Jazz,1930,147200,The Dells,R&B;,1950
167386,ESG,R&B;,1970,147316,Le Tigre,Pop/Rock,1990
594665,Diana Ross,R&B;,1960,147635,Carly Simon,Pop/Rock,1970
607448,Al Green,R&B;,1960,148305,Fred Hammond,Religious,1980
927555,Aretha Franklin,R&B;,1950,148305,Fred Hammond,Religious,1980
31067,Solomon Burke,R&B;,1950,148477,Clarence Carter,R&B;,1960
46861,Ray Charles,R&B;,1940,148477,Clarence Carter,R&B;,1960
